datetime,demand_0,demand_1,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9
2013-01-01 00:00:00,1562.68,1149.68,1410.49,731.59,2417.19,1050.3,1679.94,1322.53,1683.72,2976.6,1055.4,1917.64,1519.07,1275.25,3270.36,3581.8,1243.73,1343.83,2014.9,1549.13
2013-01-01 01:00:00,1499.58,1103.25,1353.53,702.05,2319.58,1007.89,1612.1,1269.13,1615.73,2856.41,1012.79,1840.21,1457.73,1223.76,3138.31,3437.17,1193.51,1289.57,1933.54,1486.58
2013-01-01 02:00:00,1439.64,1059.15,1299.43,673.99,2226.86,967.6,1547.66,1218.4,1551.14,2742.23,972.3,1766.65,1399.46,1174.84,3012.86,3299.78,1145.8,1238.02,1856.25,1427.15
2013-01-01 03:00:00,1417.45,1042.83,1279.4,663.6,2192.54,952.69,1523.81,1199.62,1527.24,2699.96,957.32,1739.42,1377.89,1156.73,2966.43,3248.92,1128.14,1218.94,1827.64,1405.16
2013-01-01 04:00:00,1392.95,1024.8,1257.28,652.13,2154.64,936.22,1497.47,1178.88,1500.84,2653.29,940.77,1709.35,1354.08,1136.74,2915.15,3192.76,1108.64,1197.87,1796.05,1380.87
2013-01-01 05:00:00,1321.62,972.33,1192.9,618.74,2044.31,888.28,1420.79,1118.52,1423.99,2517.43,892.6,1621.82,1284.74,1078.53,2765.88,3029.27,1051.87,1136.53,1704.08,1310.16
2013-01-01 06:00:00,1318.2,969.81,1189.81,617.13,2039.02,885.98,1417.11,1115.62,1420.3,2510.91,890.28,1617.62,1281.41,1075.73,2758.71,3021.42,1049.15,1133.59,1699.67,1306.77
2013-01-01 07:00:00,1352.44,995.0,1220.72,633.16,2091.98,908.99,1453.92,1144.6,1457.19,2576.13,913.41,1659.64,1314.7,1103.68,2830.37,3099.91,1076.4,1163.03,1743.81,1340.71
2013-01-01 08:00:00,1449.47,1066.38,1308.3,678.59,2242.07,974.21,1558.23,1226.71,1561.73,2760.95,978.94,1778.71,1409.02,1182.86,3033.43,3322.3,1153.62,1246.47,1868.92,1436.9
2013-01-01 09:00:00,1565.93,1152.06,1413.42,733.11,2422.21,1052.48,1683.43,1325.28,1687.21,2982.78,1057.6,1921.62,1522.23,1277.9,3277.16,3589.24,1246.31,1346.62,2019.08,1552.35
2013-01-01 10:00:00,1704.31,1253.87,1538.32,797.9,2636.26,1145.49,1832.19,1442.39,1836.32,3246.37,1151.06,2091.44,1656.75,1390.83,3566.77,3906.43,1356.45,1465.63,2197.51,1689.53
2013-01-01 11:00:00,1765.95,1299.22,1593.95,826.75,2731.6,1186.92,1898.45,1494.55,1902.72,3363.77,1192.68,2167.07,1716.66,1441.12,3695.75,4047.69,1405.5,1518.63,2276.98,1750.63
2013-01-01 12:00:00,1768.04,1300.75,1595.84,827.73,2734.83,1188.32,1900.7,1496.32,1904.97,3367.75,1194.09,2169.64,1718.69,1442.83,3700.12,4052.48,1407.17,1520.43,2279.68,1752.7
2013-01-01 13:00:00,1766.08,1299.32,1594.07,826.81,2731.8,1187.01,1898.59,1494.67,1902.86,3364.02,1192.77,2167.23,1716.79,1441.23,3696.03,4048.0,1405.61,1518.74,2277.15,1750.76
2013-01-01 14:00:00,1792.4,1318.68,1617.83,839.14,2772.52,1204.7,1926.89,1516.95,1931.23,3414.17,1210.55,2199.54,1742.38,1462.72,3751.12,4108.34,1426.56,1541.38,2311.1,1776.86
2013-01-01 15:00:00,1886.23,1387.71,1702.52,883.06,2917.66,1267.76,2027.76,1596.35,2032.32,3592.89,1273.92,2314.68,1833.59,1539.28,3947.48,4323.4,1501.24,1622.07,2432.08,1869.87
2013-01-01 16:00:00,2027.15,1491.39,1829.71,949.04,3135.63,1362.47,2179.25,1715.62,2184.16,3861.31,1369.09,2487.6,1970.57,1654.28,4242.39,4646.39,1613.39,1743.25,2613.77,2009.57
2013-01-01 17:00:00,2086.47,1535.03,1883.26,976.81,3227.39,1402.34,2243.02,1765.82,2248.07,3974.3,1409.16,2560.4,2028.24,1702.69,4366.54,4782.36,1660.6,1794.26,2690.26,2068.37
2013-01-01 18:00:00,2042.76,1502.87,1843.8,956.34,3159.77,1372.96,2196.03,1728.83,2200.97,3891.04,1379.63,2506.76,1985.75,1667.02,4275.06,4682.17,1625.82,1756.67,2633.9,2025.04
2013-01-01 19:00:00,1956.85,1439.66,1766.26,916.12,3026.89,1315.22,2103.67,1656.12,2108.41,3727.4,1321.61,2401.33,1902.23,1596.91,4095.26,4485.25,1557.44,1682.79,2523.12,1939.87
2013-01-01 20:00:00,1911.18,1406.07,1725.04,894.74,2956.24,1284.53,2054.58,1617.47,2059.2,3640.41,1290.77,2345.29,1857.84,1559.64,3999.69,4380.58,1521.09,1643.52,2464.24,1894.6
2013-01-01 21:00:00,1907.75,1403.55,1721.95,893.14,2950.95,1282.23,2050.9,1614.57,2055.51,3633.88,1288.46,2341.09,1854.51,1556.85,3992.52,4372.73,1518.37,1640.58,2459.83,1891.2
2013-01-01 22:00:00,1763.06,1297.09,1591.34,825.4,2727.13,1184.97,1895.34,1492.11,1899.61,3358.26,1190.73,2163.52,1713.85,1438.76,3689.7,4041.07,1403.2,1516.14,2273.25,1747.76
2013-01-01 23:00:00,1630.01,1199.21,1471.25,763.11,2521.33,1095.55,1752.31,1379.51,1756.25,3104.84,1100.87,2000.26,1584.52,1330.19,3411.26,3736.11,1297.31,1401.73,2101.71,1615.87
2013-01-02 00:00:00,1547.25,1138.32,1396.56,724.37,2393.32,1039.93,1663.35,1309.47,1667.09,2947.21,1044.98,1898.7,1504.07,1262.66,3238.07,3546.43,1231.45,1330.56,1995.0,1533.83
2013-01-02 01:00:00,1517.55,1116.47,1369.75,710.46,2347.37,1019.97,1631.41,1284.33,1635.09,2890.62,1024.92,1862.25,1475.2,1238.42,3175.91,3478.35,1207.81,1305.02,1956.7,1504.39
2013-01-02 02:00:00,1523.6,1120.92,1375.21,713.29,2356.73,1024.03,1637.92,1289.45,1641.6,2902.14,1029.0,1869.67,1481.08,1243.35,3188.56,3492.21,1212.62,1310.22,1964.5,1510.38
2013-01-02 03:00:00,1564.33,1150.89,1411.97,732.36,2419.73,1051.41,1681.7,1323.92,1685.49,2979.73,1056.51,1919.66,1520.67,1276.59,3273.81,3585.57,1245.04,1345.25,2017.02,1550.76
2013-01-02 04:00:00,1652.33,1215.63,1491.4,773.56,2555.86,1110.55,1776.31,1398.4,1780.31,3147.36,1115.95,2027.65,1606.22,1348.41,3457.98,3787.28,1315.08,1420.93,2130.49,1638.0
2013-01-02 05:00:00,1860.4,1368.7,1679.2,870.97,2877.69,1250.4,1999.99,1574.49,2004.49,3543.68,1256.47,2282.97,1808.47,1518.2,3893.41,4264.18,1480.67,1599.85,2398.76,1844.26
2013-01-02 06:00:00,2092.96,1539.8,1889.12,979.85,3237.43,1406.71,2250.0,1771.31,2255.06,3986.67,1413.54,2568.37,2034.55,1707.99,4380.12,4797.24,1665.77,1799.85,2698.63,2074.81
2013-01-02 07:00:00,2245.84,1652.28,2027.11,1051.42,3473.91,1509.46,2414.35,1900.7,2419.79,4277.87,1516.79,2755.97,2183.16,1832.75,4700.07,5147.65,1787.45,1931.32,2895.75,2226.36
2013-01-02 08:00:00,2308.05,1698.05,2083.26,1080.55,3570.14,1551.27,2481.23,1953.35,2486.81,4396.37,1558.81,2832.31,2243.64,1883.52,4830.26,5290.25,1836.96,1984.81,2975.96,2288.03
2013-01-02 09:00:00,2375.38,1747.58,2144.02,1112.06,3674.28,1596.52,2553.61,2010.33,2559.35,4524.61,1604.28,2914.93,2309.08,1938.46,4971.16,5444.56,1890.54,2042.71,3062.77,2354.77
2013-01-02 10:00:00,2435.1,1791.52,2197.93,1140.02,3766.65,1636.66,2617.81,2060.87,2623.7,4638.37,1644.61,2988.21,2367.14,1987.19,5096.14,5581.44,1938.07,2094.07,3139.77,2413.97
2013-01-02 11:00:00,2462.67,1811.8,2222.81,1152.93,3809.3,1655.19,2647.45,2084.2,2653.4,4690.88,1663.23,3022.05,2393.94,2009.69,5153.83,5644.63,1960.02,2117.77,3175.32,2441.3
2013-01-02 12:00:00,2438.7,1794.17,2201.18,1141.71,3772.22,1639.08,2621.68,2063.92,2627.58,4645.23,1647.04,2992.63,2370.64,1990.13,5103.67,5589.7,1940.94,2097.16,3144.42,2417.54
2013-01-02 13:00:00,2416.6,1777.91,2181.23,1131.36,3738.04,1624.23,2597.92,2045.21,2603.77,4603.13,1632.12,2965.51,2349.15,1972.1,5057.42,5539.04,1923.35,2078.16,3115.92,2395.64
2013-01-02 14:00:00,2408.37,1771.85,2173.81,1127.51,3725.31,1618.7,2589.08,2038.25,2594.9,4587.46,1626.56,2955.42,2341.16,1965.38,5040.21,5520.19,1916.8,2071.08,3105.31,2387.48
2013-01-02 15:00:00,2461.91,1811.24,2222.13,1152.58,3808.13,1654.68,2646.63,2083.56,2652.59,4689.44,1662.72,3021.12,2393.2,2009.07,5152.25,5642.9,1959.42,2117.12,3174.35,2440.55
2013-01-02 16:00:00,2598.96,1912.07,2345.83,1216.74,4020.12,1746.8,2793.97,2199.55,2800.25,4950.49,1755.28,3189.3,2526.43,2120.91,5439.07,5957.03,2068.49,2234.98,3351.06,2576.42
2013-01-02 17:00:00,2602.96,1915.01,2349.44,1218.61,4026.31,1749.49,2798.27,2202.94,2804.56,4958.12,1757.98,3194.21,2530.32,2124.18,5447.44,5966.2,2071.68,2238.42,3356.22,2580.38
2013-01-02 18:00:00,2520.34,1854.23,2274.87,1179.93,3898.51,1693.95,2709.45,2133.01,2715.54,4800.74,1702.18,3092.82,2450.0,2056.76,5274.54,5776.83,2005.92,2167.37,3249.69,2498.48
2013-01-02 19:00:00,2343.27,1723.96,2115.05,1097.03,3624.61,1574.94,2519.09,1983.15,2524.76,4463.46,1582.59,2875.53,2277.87,1912.26,4903.96,5370.97,1864.99,2015.1,3021.37,2322.94
2013-01-02 20:00:00,2223.83,1636.09,2007.24,1041.12,3439.86,1494.67,2390.69,1882.07,2396.07,4235.95,1501.93,2728.96,2161.77,1814.79,4654.0,5097.2,1769.93,1912.39,2867.37,2204.54
2013-01-02 21:00:00,2167.27,1594.47,1956.18,1014.64,3352.37,1456.65,2329.88,1834.2,2335.13,4128.21,1463.73,2659.55,2106.78,1768.63,4535.63,4967.56,1724.91,1863.75,2794.44,2148.47
2013-01-02 22:00:00,1985.71,1460.9,1792.31,929.63,3071.53,1334.62,2134.7,1680.54,2139.5,3782.37,1341.1,2436.75,1930.29,1620.46,4155.66,4551.4,1580.41,1707.61,2560.34,1968.48
2013-01-02 23:00:00,1836.92,1351.43,1658.01,859.98,2841.38,1234.62,1974.74,1554.62,1979.19,3498.95,1240.61,2254.16,1785.65,1499.04,3844.27,4210.36,1461.99,1579.66,2368.49,1820.98
2013-01-03 00:00:00,1736.82,1277.79,1567.66,813.12,2686.54,1167.34,1867.14,1469.9,1871.34,3308.29,1173.01,2131.33,1688.35,1417.35,3634.79,3980.93,1382.32,1493.58,2239.43,1721.75
2013-01-03 01:00:00,1682.52,1237.84,1518.65,787.7,2602.56,1130.85,1808.77,1423.95,1812.84,3204.87,1136.34,2064.7,1635.57,1373.05,3521.17,3856.49,1339.11,1446.89,2169.42,1667.93
2013-01-03 02:00:00,1671.5,1229.73,1508.7,782.53,2585.5,1123.44,1796.91,1414.62,1800.96,3183.86,1128.89,2051.17,1624.85,1364.05,3498.09,3831.21,1330.33,1437.41,2155.2,1657.0
2013-01-03 03:00:00,1718.05,1263.98,1550.72,804.33,2657.52,1154.73,1846.96,1454.02,1851.12,3272.55,1160.34,2108.3,1670.11,1402.04,3595.52,3937.92,1367.39,1477.44,2215.23,1703.15
2013-01-03 04:00:00,1799.74,1324.08,1624.45,842.57,2783.87,1209.63,1934.78,1523.16,1939.13,3428.14,1215.51,2208.54,1749.51,1468.7,3766.48,4125.16,1432.4,1547.69,2320.56,1784.13
2013-01-03 05:00:00,1984.82,1460.24,1791.5,929.22,3070.15,1334.02,2133.74,1679.79,2138.54,3780.67,1340.5,2435.66,1929.42,1619.74,4153.8,4549.36,1579.7,1706.85,2559.19,1967.6
2013-01-03 06:00:00,2211.11,1626.73,1995.76,1035.16,3420.19,1486.12,2377.02,1871.31,2382.37,4211.72,1493.34,2713.35,2149.4,1804.41,4627.39,5068.05,1759.81,1901.45,2850.97,2191.93
2013-01-03 07:00:00,2340.87,1722.19,2112.88,1095.91,3620.9,1573.33,2516.51,1981.12,2522.17,4458.88,1580.97,2872.58,2275.54,1910.3,4898.94,5365.47,1863.08,2013.03,3018.28,2320.56
2013-01-03 08:00:00,2418.46,1779.28,2182.92,1132.24,3740.93,1625.48,2599.93,2046.79,2605.78,4606.69,1633.38,2967.81,2350.97,1973.62,5061.33,5543.32,1924.84,2079.76,3118.33,2397.49
2013-01-03 09:00:00,2504.73,1842.75,2260.78,1172.62,3874.37,1683.46,2692.67,2119.8,2698.73,4771.01,1691.64,3073.67,2434.83,2044.02,5241.87,5741.05,1993.5,2153.95,3229.56,2483.01
2013-01-03 10:00:00,2587.18,1903.4,2335.2,1211.22,4001.89,1738.88,2781.3,2189.58,2787.56,4928.05,1747.32,3174.84,2514.97,2111.3,5414.41,5930.02,2059.11,2224.85,3335.86,2564.73
2013-01-03 11:00:00,2592.51,1907.33,2340.01,1213.72,4010.14,1742.46,2787.03,2194.09,2793.31,4938.21,1750.93,3181.39,2520.16,2115.65,5425.57,5942.25,2063.36,2229.44,3342.74,2570.02
2013-01-03 12:00:00,2556.4,1880.76,2307.42,1196.81,3954.29,1718.19,2748.22,2163.53,2754.4,4869.43,1726.54,3137.08,2485.06,2086.19,5350.01,5859.49,2034.62,2198.38,3296.18,2534.23
2013-01-03 13:00:00,2495.75,1836.14,2252.68,1168.42,3860.47,1677.43,2683.01,2112.2,2689.05,4753.9,1685.58,3062.64,2426.1,2036.69,5223.07,5720.47,1986.35,2146.22,3217.98,2474.1
2013-01-03 14:00:00,2466.93,1814.94,2226.67,1154.93,3815.9,1658.06,2652.04,2087.81,2658.0,4699.01,1666.12,3027.28,2398.09,2013.17,5162.77,5654.42,1963.41,2121.45,3180.82,2445.54
2013-01-03 15:00:00,2495.31,1835.81,2252.27,1168.21,3859.78,1677.13,2682.53,2111.83,2688.57,4753.05,1685.28,3062.1,2425.66,2036.33,5222.14,5719.45,1985.99,2145.84,3217.41,2473.66
2013-01-03 16:00:00,2596.82,1910.5,2343.91,1215.74,4016.82,1745.36,2791.67,2197.74,2797.95,4946.43,1753.84,3186.68,2524.35,2119.17,5434.6,5952.14,2066.79,2233.14,3348.3,2574.3
2013-01-03 17:00:00,2587.13,1903.37,2335.16,1211.2,4001.82,1738.85,2781.25,2189.54,2787.51,4927.96,1747.29,3174.78,2514.93,2111.26,5414.31,5929.92,2059.08,2224.81,3335.8,2564.69
2013-01-03 18:00:00,2491.3,1832.87,2248.66,1166.34,3853.59,1674.44,2678.23,2108.44,2684.26,4745.43,1682.57,3057.19,2421.77,2033.06,5213.77,5710.27,1982.81,2142.4,3212.24,2469.69
2013-01-03 19:00:00,2315.12,1703.25,2089.64,1083.86,3581.07,1556.02,2488.83,1959.33,2494.43,4409.84,1563.58,2840.99,2250.51,1889.29,4845.06,5306.45,1842.59,1990.89,2985.08,2295.04
2013-01-03 20:00:00,2214.63,1629.31,1998.93,1036.81,3425.62,1488.48,2380.79,1874.28,2386.15,4218.41,1495.71,2717.66,2152.82,1807.27,4634.74,5076.1,1762.6,1904.47,2855.5,2195.41
2013-01-03 21:00:00,2143.92,1577.3,1935.11,1003.71,3316.26,1440.96,2304.79,1814.44,2309.97,4083.74,1447.96,2630.9,2084.09,1749.58,4486.77,4914.05,1706.33,1843.67,2764.34,2125.32
2013-01-03 22:00:00,1940.3,1427.49,1751.33,908.38,3001.3,1304.1,2085.89,1642.12,2090.58,3695.89,1310.44,2381.03,1886.15,1583.41,4060.64,4447.34,1544.27,1668.57,2501.8,1923.47
2013-01-03 23:00:00,1789.96,1316.88,1615.62,837.99,2768.74,1203.06,1924.26,1514.88,1928.59,3409.51,1208.9,2196.54,1740.0,1460.72,3746.0,4102.73,1424.61,1539.28,2307.94,1774.43
2013-01-04 00:00:00,1669.81,1228.49,1507.18,781.74,2582.89,1122.3,1795.1,1413.19,1799.14,3180.64,1127.75,2049.09,1623.2,1362.67,3494.55,3827.34,1328.99,1435.95,2153.02,1655.32
2013-01-04 01:00:00,1624.14,1194.89,1465.95,760.36,2512.25,1091.61,1746.0,1374.54,1749.93,3093.66,1096.91,1993.05,1578.81,1325.4,3398.98,3722.66,1292.64,1396.68,2094.14,1610.05
2013-01-04 02:00:00,1641.97,1208.01,1482.05,768.71,2539.83,1103.59,1765.17,1389.63,1769.14,3127.62,1108.95,2014.93,1596.14,1339.95,3436.29,3763.53,1306.83,1412.02,2117.13,1627.73
2013-01-04 03:00:00,1695.42,1247.33,1530.29,793.73,2622.51,1139.51,1822.63,1434.87,1826.73,3229.43,1145.05,2080.52,1648.1,1383.57,3548.15,3886.04,1349.37,1457.98,2186.05,1680.71
2013-01-04 04:00:00,1808.81,1330.75,1632.64,846.82,2797.91,1215.73,1944.53,1530.83,1948.91,3445.42,1221.63,2219.67,1758.33,1476.11,3785.46,4145.95,1439.62,1555.49,2332.25,1793.12
2013-01-04 05:00:00,2034.84,1497.05,1836.66,952.64,3147.53,1367.64,2187.52,1722.13,2192.44,3875.96,1374.29,2497.04,1978.05,1660.56,4258.49,4664.03,1619.52,1749.87,2623.69,2017.19
2013-01-04 06:00:00,2271.81,1671.39,2050.55,1063.58,3514.08,1526.91,2442.27,1922.68,2447.77,4327.34,1534.33,2787.84,2208.41,1853.94,4754.42,5207.18,1808.12,1953.65,2929.23,2252.1
2013-01-04 07:00:00,2428.11,1786.38,2191.63,1136.75,3755.85,1631.97,2610.3,2054.96,2616.18,4625.07,1639.9,2979.65,2360.35,1981.49,5081.53,5565.44,1932.52,2088.06,3130.77,2407.05
2013-01-04 08:00:00,2513.63,1849.29,2268.81,1176.79,3888.12,1689.44,2702.23,2127.33,2708.31,4787.95,1697.65,3084.58,2443.47,2051.28,5260.48,5761.44,2000.58,2161.6,3241.03,2491.82
2013-01-04 09:00:00,2595.31,1909.39,2342.54,1215.03,4014.48,1744.34,2790.05,2196.46,2796.32,4943.55,1752.82,3184.82,2522.88,2117.94,5431.44,5948.67,2065.59,2231.84,3346.35,2572.8
2013-01-04 10:00:00,2675.04,1968.05,2414.51,1252.36,4137.81,1797.93,2875.76,2263.94,2882.23,5095.42,1806.67,3282.66,2600.39,2183.0,5598.3,6131.42,2129.05,2300.41,3449.16,2651.84
2013-01-04 11:00:00,2665.93,1961.34,2406.28,1248.09,4123.71,1791.81,2865.96,2256.23,2872.41,5078.05,1800.51,3271.48,2591.52,2175.57,5579.22,6110.53,2121.79,2292.57,3437.4,2642.8
2013-01-04 12:00:00,2569.48,1890.38,2319.22,1202.94,3974.51,1726.98,2762.27,2174.6,2768.49,4894.34,1735.37,3153.12,2497.77,2096.86,5377.37,5889.45,2045.03,2209.63,3313.04,2547.19
2013-01-04 13:00:00,2485.34,1828.48,2243.28,1163.55,3844.38,1670.43,2671.83,2103.4,2677.84,4734.08,1678.55,3049.88,2415.98,2028.2,5201.3,5696.62,1978.07,2137.28,3204.56,2463.79
2013-01-04 14:00:00,2454.26,1805.62,2215.23,1149.0,3796.3,1649.54,2638.41,2077.09,2644.35,4674.87,1657.56,3011.73,2385.77,2002.83,5136.25,5625.37,1953.33,2110.55,3164.48,2432.97
2013-01-04 15:00:00,2480.1,1824.62,2238.55,1161.09,3836.26,1666.91,2666.19,2098.95,2672.18,4724.08,1675.0,3043.44,2410.88,2023.92,5190.31,5684.59,1973.89,2132.76,3197.8,2458.58
2013-01-04 16:00:00,2558.89,1882.59,2309.67,1197.98,3958.14,1719.87,2750.89,2165.64,2757.08,4874.18,1728.22,3140.13,2487.48,2088.22,5355.22,5865.2,2036.6,2200.53,3299.4,2536.7
2013-01-04 17:00:00,2531.99,1862.8,2285.39,1185.39,3916.53,1701.79,2721.97,2142.87,2728.1,4822.93,1710.05,3107.12,2461.33,2066.26,5298.92,5803.53,2015.19,2177.39,3264.71,2510.03
2013-01-04 18:00:00,2431.72,1789.03,2194.88,1138.44,3761.42,1634.39,2614.17,2058.01,2620.06,4631.93,1642.33,2984.07,2363.85,1984.43,5089.06,5573.7,1935.38,2091.16,3135.41,2410.62
2013-01-04 19:00:00,2259.32,1662.19,2039.27,1057.73,3494.75,1518.52,2428.84,1912.1,2434.3,4303.54,1525.89,2772.51,2196.26,1843.74,4728.26,5178.54,1798.17,1942.9,2913.12,2239.72
2013-01-04 20:00:00,2151.97,1583.22,1942.38,1007.47,3328.71,1446.37,2313.44,1821.25,2318.64,4099.07,1453.39,2640.78,2091.91,1756.14,4503.61,4932.49,1712.74,1850.59,2774.71,2133.3
2013-01-04 21:00:00,2082.47,1532.08,1879.64,974.94,3221.2,1399.65,2238.72,1762.43,2243.76,3966.68,1406.45,2555.49,2024.35,1699.42,4358.16,4773.19,1657.42,1790.82,2685.1,2064.4
2013-01-04 22:00:00,1925.27,1416.44,1737.76,901.34,2978.05,1294.0,2069.73,1629.4,2074.39,3667.26,1300.29,2362.59,1871.54,1571.14,4029.19,4412.89,1532.31,1655.64,2482.42,1908.57
2013-01-04 23:00:00,1759.01,1294.11,1587.69,823.5,2720.87,1182.25,1890.99,1488.68,1895.25,3350.56,1188.0,2158.56,1709.92,1435.46,3681.23,4031.79,1399.98,1512.66,2268.04,1743.75
2013-01-05 00:00:00,1662.6,1223.19,1500.67,778.37,2571.75,1117.46,1787.35,1407.09,1791.37,3166.92,1122.89,2040.25,1616.2,1356.79,3479.47,3810.82,1323.25,1429.76,2143.73,1648.18
2013-01-05 01:00:00,1612.75,1186.51,1455.68,755.03,2494.64,1083.95,1733.76,1364.91,1737.67,3071.97,1089.22,1979.08,1567.74,1316.11,3375.15,3696.57,1283.58,1386.89,2079.46,1598.77
2013-01-05 02:00:00,1619.69,1191.62,1461.94,758.28,2505.37,1088.62,1741.22,1370.78,1745.14,3085.19,1093.91,1987.6,1574.49,1321.77,3389.67,3712.47,1289.1,1392.86,2088.4,1605.64
2013-01-05 03:00:00,1649.17,1213.31,1488.55,772.08,2550.97,1108.43,1772.92,1395.73,1776.9,3141.34,1113.82,2023.77,1603.15,1345.83,3451.37,3780.04,1312.56,1418.21,2126.42,1634.87
2013-01-05 04:00:00,1657.22,1219.23,1495.82,775.85,2563.42,1113.84,1781.57,1402.54,1785.58,3156.67,1119.25,2033.65,1610.97,1352.4,3468.21,3798.49,1318.97,1425.13,2136.8,1642.85
2013-01-05 05:00:00,1672.61,1230.55,1509.7,783.05,2587.22,1124.18,1798.11,1415.56,1802.15,3185.98,1129.64,2052.53,1625.93,1364.95,3500.41,3833.76,1331.22,1438.36,2156.63,1658.1
2013-01-05 06:00:00,1800.05,1324.31,1624.74,842.72,2784.35,1209.84,1935.12,1523.42,1939.47,3428.74,1215.72,2208.92,1749.82,1468.96,3767.13,4125.87,1432.65,1547.96,2320.96,1784.44
2013-01-05 07:00:00,1966.1,1446.47,1774.61,920.45,3041.19,1321.44,2113.62,1663.94,2118.37,3745.01,1327.86,2412.68,1911.22,1604.46,4114.62,4506.45,1564.8,1690.75,2535.05,1949.04
2013-01-05 08:00:00,2118.66,1558.71,1912.32,991.88,3277.19,1423.98,2277.63,1793.07,2282.76,4035.63,1430.9,2599.91,2059.53,1728.96,4433.91,4856.15,1686.23,1821.95,2731.77,2100.29
2013-01-05 09:00:00,2243.0,1650.19,2024.54,1050.09,3469.51,1507.55,2411.29,1898.29,2416.72,4272.45,1514.87,2752.48,2180.4,1830.43,4694.11,5141.13,1785.18,1928.87,2892.08,2223.54
2013-01-05 10:00:00,2328.95,1713.42,2102.12,1090.33,3602.47,1565.32,2503.7,1971.04,2509.33,4436.18,1572.92,2857.96,2263.95,1900.57,4874.0,5338.15,1853.59,2002.79,3002.91,2308.75
2013-01-05 11:00:00,2338.38,1720.36,2110.63,1094.74,3617.05,1571.66,2513.83,1979.02,2519.49,4454.14,1579.29,2869.53,2273.12,1908.26,4893.73,5359.76,1861.1,2010.89,3015.07,2318.09
2013-01-05 12:00:00,2289.73,1684.57,2066.72,1071.97,3541.8,1538.96,2461.54,1937.84,2467.07,4361.47,1546.44,2809.83,2225.83,1868.57,4791.92,5248.25,1822.38,1969.06,2952.34,2269.87
2013-01-05 13:00:00,2235.79,1644.89,2018.04,1046.72,3458.36,1502.71,2403.55,1892.19,2408.96,4258.73,1510.01,2743.64,2173.39,1824.55,4679.04,5124.62,1779.45,1922.67,2882.79,2216.4
2013-01-05 14:00:00,2233.17,1642.96,2015.67,1045.49,3454.31,1500.94,2400.73,1889.97,2406.13,4253.73,1508.23,2740.42,2170.84,1822.41,4673.54,5118.61,1777.36,1920.42,2879.41,2213.8
2013-01-05 15:00:00,2302.32,1693.83,2078.08,1077.86,3561.26,1547.42,2475.06,1948.49,2480.63,4385.45,1554.93,2825.27,2238.06,1878.83,4818.26,5277.1,1832.4,1979.88,2968.57,2282.34
2013-01-05 16:00:00,2441.14,1795.96,2203.39,1142.85,3776.01,1640.73,2624.31,2065.99,2630.21,4649.89,1648.7,2995.64,2373.01,1992.13,5108.79,5595.3,1942.89,2099.27,3147.57,2419.97
2013-01-05 17:00:00,2460.09,1809.9,2220.49,1151.72,3805.31,1653.46,2644.67,2082.02,2650.62,4685.97,1661.49,3018.88,2391.43,2007.59,5148.44,5638.72,1957.96,2115.56,3172.0,2438.75
2013-01-05 18:00:00,2380.8,1751.57,2148.92,1114.6,3682.67,1600.17,2559.44,2014.92,2565.2,4534.94,1607.94,2921.59,2314.36,1942.88,4982.51,5456.99,1894.86,2047.37,3069.77,2360.15
2013-01-05 19:00:00,2236.06,1645.08,2018.28,1046.84,3458.78,1502.89,2403.84,1892.42,2409.24,4259.24,1510.19,2743.97,2173.65,1824.76,4679.59,5125.23,1779.66,1922.9,2883.14,2216.66
2013-01-05 20:00:00,2144.81,1577.95,1935.92,1004.12,3317.63,1441.56,2305.74,1815.19,2310.93,4085.43,1448.56,2631.99,2084.95,1750.3,4488.63,4916.08,1707.04,1844.43,2765.48,2126.21
2013-01-05 21:00:00,2127.82,1565.45,1920.58,996.17,3291.36,1430.14,2287.48,1800.82,2292.63,4053.07,1437.09,2611.15,2068.44,1736.44,4453.08,4877.15,1693.52,1829.83,2743.58,2109.37
2013-01-05 22:00:00,1978.72,1455.76,1786.01,926.37,3060.73,1329.93,2127.19,1674.63,2131.98,3769.07,1336.39,2428.18,1923.5,1614.76,4141.05,4535.4,1574.85,1701.61,2551.33,1961.56
2013-01-05 23:00:00,1782.62,1311.49,1609.0,834.56,2757.39,1198.12,1916.38,1508.67,1920.69,3395.53,1203.94,2187.53,1732.87,1454.73,3730.65,4085.92,1418.77,1532.97,2298.48,1767.16
2013-01-06 00:00:00,1646.82,1211.57,1486.42,770.98,2547.33,1106.85,1770.38,1393.73,1774.37,3136.85,1112.22,2020.88,1600.86,1343.91,3446.44,3774.64,1310.69,1416.18,2123.38,1632.53
2013-01-06 01:00:00,1598.26,1175.85,1442.6,748.25,2472.22,1074.21,1718.18,1352.64,1722.05,3044.36,1079.43,1961.29,1553.65,1304.28,3344.81,3663.34,1272.04,1374.43,2060.77,1584.39
2013-01-06 02:00:00,1599.86,1177.03,1444.04,749.0,2474.69,1075.29,1719.9,1353.99,1723.77,3047.41,1080.51,1963.26,1555.21,1305.59,3348.16,3667.01,1273.32,1375.8,2062.83,1585.98
